"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","95222","R30 C25-C29 Eliminar las vigencias de los parametros","","Thu Nov 27 22:54:40 UTC 2025","passed","Thu Nov 27 22:56:15 UTC 2025","","","",""
"","31770","R01 C02 creacion manual de cotizacion","","Thu Nov 27 22:46:55 UTC 2025","passed","Thu Nov 27 22:47:27 UTC 2025","","","",""
"","23626","R01- C01 Carga exitosa del archivo masivo y descarga de resultados","","Thu Nov 27 22:46:32 UTC 2025","passed","Thu Nov 27 22:46:55 UTC 2025","","","",""
"","65116","R30 C01,C42 Listado de parametros de producto de renta vitalicia, reserva matematica","","Thu Nov 27 22:48:18 UTC 2025","passed","Thu Nov 27 22:49:23 UTC 2025","","","",""
"","9695","Creacion de un siniestro","","Thu Nov 27 22:56:15 UTC 2025","passed","Thu Nov 27 22:56:25 UTC 2025","","","",""
"","316774","R30 C02-C13,C45 Crear vigencias verificando el archivo cargado","","Thu Nov 27 22:49:23 UTC 2025","passed","Thu Nov 27 22:54:40 UTC 2025","","","",""
"","15330","R05 Carga exitosa del archivo masivo y descarga de resultados","","Thu Nov 27 22:48:03 UTC 2025","passed","Thu Nov 27 22:48:18 UTC 2025","","","",""
"","31498","Comparacion de resultados de cotización masiva con archivo de referencia","","Thu Nov 27 22:56:25 UTC 2025","passed","Thu Nov 27 22:56:56 UTC 2025","","","",""
"","35340","R03- C01 creacion manual de cotizacion","","Thu Nov 27 22:47:27 UTC 2025","passed","Thu Nov 27 22:48:03 UTC 2025","","","",""
