"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26822","Carga exitosa del archivo masivo y descarga de resultados","","Fri Nov 14 01:46:31 UTC 2025","passed","Fri Nov 14 01:46:58 UTC 2025","","","",""
"","21727","Crear y eliminar vigencias para una lista de parámetros","","Fri Nov 14 01:46:58 UTC 2025","passed","Fri Nov 14 01:47:19 UTC 2025","","","",""
"","19659","Comparacion de resultados de cotización masiva con archivo de referencia","","Fri Nov 14 01:47:40 UTC 2025","passed","Fri Nov 14 01:47:59 UTC 2025","","","",""
"","20186","Creacion de un siniestro","","Fri Nov 14 01:47:19 UTC 2025","passed","Fri Nov 14 01:47:40 UTC 2025","","","",""
